loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,loan_status,purpose,addr_state,dti,delinq_2yrs,mths_since_last_delinq,open_acc,revol_bal,total_acc,out_prncp,total_pymnt,total_rec_prncp,total_rec_int,int_rate2,int_rate3
10000,10000,36,12.12,332.72,10.0,RENT,60000.0,1.0,debt_consolidation,NY,28.48,0.0,34.0,11.0,9817.0,33.0,5455.85,5982.48,4544.15,1438.33,0.12119999999999999,12.12
4800,4800,36,13.11,161.99,7.0,RENT,33758.0,0.0,debt_consolidation,CA,24.71,0.0,0.0,5.0,11774.0,11.0,0.0,1362.8,791.37,341.02,0.1311,13.11
11000,11000,36,12.12,365.99,0.0,RENT,48000.0,1.0,car,CA,29.2,3.0,7.0,14.0,10658.0,16.0,5692.81,6950.93,5307.19,1643.74,0.12119999999999999,12.12
10000,10000,36,14.09,342.22,10.0,RENT,40000.0,1.0,debt_consolidation,NV,23.64,0.0,66.0,12.0,18537.0,23.0,0.0,11050.17,10000.0,1050.17,0.1409,14.09
8500,8500,60,19.05,220.73,7.0,RENT,47000.0,1.0,credit_card,NY,3.8,0.0,0.0,5.0,3084.0,17.0,6736.72,3954.96,1763.28,2191.68,0.1905,19.05
18875,18875,60,14.09,440.07,1.0,RENT,48000.0,1.0,debt_consolidation,NY,17.7,0.0,0.0,17.0,12257.0,29.0,14186.28,8413.96,4688.72,3725.24,0.1409,14.09
9000,9000,36,13.11,303.73,8.0,RENT,31000.0,1.0,debt_consolidation,CA,7.39,0.0,0.0,9.0,6680.0,15.0,7068.48,2733.57,1931.52,802.05,0.1311,13.11
7000,7000,36,8.9,222.28,7.0,RENT,38000.0,1.0,debt_consolidation,OR,20.18,0.0,0.0,11.0,10576.0,39.0,0.0,7573.13,7000.0,573.13,0.08900000000000001,8.9
20000,20000,36,15.8,701.17,5.0,RENT,65000.0,1.0,debt_consolidation,FL,20.86,0.0,66.0,15.0,34376.0,27.0,11192.7,12591.18,8807.29,3783.89,0.158,15.8
12000,12000,36,14.09,410.66,2.0,MORTGAGE,37000.0,1.0,debt_consolidation,PA,7.69,0.0,0.0,8.0,5867.0,11.0,6302.86,7791.92,5697.14,2094.78,0.1409,14.09
5000,5000,36,7.62,155.81,2.0,MORTGAGE,60000.0,1.0,small_business,AZ,13.14,0.0,0.0,6.0,9008.0,10.0,2517.25,2943.65,2482.75,460.9,0.0762,7.62
3825,3825,36,11.14,125.48,0.0,RENT,22000.0,1.0,small_business,CA,7.47,0.0,49.0,5.0,1525.0,9.0,2071.45,2258.28,1753.55,504.73,0.1114,11.14
4000,4000,36,14.09,136.89,1.0,RENT,29000.0,1.0,credit_card,IL,20.92,0.0,30.0,8.0,8307.0,16.0,2213.58,2458.08,1786.42,671.66,0.1409,14.09
12375,12375,36,13.11,417.62,2.0,MORTGAGE,40000.0,1.0,debt_consolidation,AZ,28.68,0.0,0.0,18.0,5455.0,26.0,0.0,13880.7,12375.0,1505.7,0.1311,13.11
18000,18000,36,15.8,631.06,10.0,RENT,45000.0,1.0,wedding,GA,30.85,3.0,18.0,9.0,7547.0,28.0,10056.0,11356.92,7944.0,3412.92,0.158,15.8
6000,6000,36,7.9,187.75,2.0,RENT,50000.0,1.0,credit_card,CA,17.29,0.0,0.0,12.0,11321.0,22.0,3014.63,3561.67,2985.37,576.3,0.079,7.9
10000,10000,36,14.09,342.22,10.0,MORTGAGE,63000.0,1.0,credit_card,CA,11.71,0.0,38.0,8.0,16538.0,16.0,5256.34,6487.78,4743.66,1744.12,0.1409,14.09
10000,10000,36,6.03,304.36,5.0,OTHER,32001.0,1.0,debt_consolidation,NC,28.05,0.0,54.0,12.0,1277.0,40.0,0.0,10325.38,10000.0,325.38,0.0603,6.03
4600,4600,36,17.27,164.63,1.0,RENT,43000.0,1.0,credit_card,TX,14.32,0.0,0.0,7.0,16406.0,11.0,0.0,5294.01,4600.0,694.01,0.1727,17.27
7200,7200,36,7.62,224.37,7.0,MORTGAGE,28000.0,1.0,home_improvement,NY,7.93,0.0,0.0,6.0,959.0,7.0,3817.28,4023.72,3382.73,640.99,0.0762,7.62
10000,10000,36,10.16,323.43,6.0,MORTGAGE,75000.0,1.0,debt_consolidation,OH,17.56,0.0,31.0,12.0,27467.0,15.0,5393.12,5803.38,4606.88,1196.5,0.1016,10.16
6000,6000,36,7.62,186.97,2.0,RENT,99788.0,1.0,debt_consolidation,CA,9.33,0.0,31.0,8.0,6239.0,17.0,3182.95,3350.88,2817.05,533.83,0.0762,7.62
10850,10850,36,14.33,372.57,8.0,RENT,70000.0,1.0,debt_consolidation,NC,27.67,0.0,0.0,14.0,10492.0,33.0,0.0,12702.41353,10850.0,1852.41,0.1433,14.33
3000,3000,36,7.62,93.49,10.0,MORTGAGE,79846.56,1.0,debt_consolidation,SD,24.48,0.0,0.0,9.0,14186.0,20.0,1509.69,1766.95,1490.31,276.64,0.0762,7.62
18000,18000,36,16.29,635.41,10.0,RENT,55000.0,0.0,debt_consolidation,MD,30.7,0.0,0.0,12.0,10250.0,45.0,0.0,2539.0,1594.72,944.28,0.1629,16.29
20000,20000,36,10.16,646.85,2.0,MORTGAGE,95000.0,1.0,debt_consolidation,NY,9.84,0.0,83.0,8.0,13129.0,24.0,0.0,22098.18,20000.0,2098.18,0.1016,10.16
16000,16000,36,7.62,498.59,4.0,MORTGAGE,67800.0,1.0,debt_consolidation,CA,13.08,0.0,68.0,9.0,6584.0,23.0,8471.15,8955.54,7528.85,1426.69,0.0762,7.62
4000,4000,36,14.33,137.36,9.0,MORTGAGE,55000.0,1.0,credit_card,OH,18.63,2.0,7.0,8.0,13284.0,20.0,2107.38,2602.1,1892.62,709.48,0.1433,14.33
15000,15000,60,19.72,395.08,6.0,OTHER,50000.0,1.0,debt_consolidation,CA,18.36,0.0,0.0,8.0,12223.0,16.0,11931.49,7078.32,3068.51,4009.81,0.1972,19.72
35000,35000,60,21.98,966.27,4.0,MORTGAGE,100500.0,1.0,credit_card,GA,18.7,0.0,27.0,15.0,17822.0,42.0,2140.35,43391.6,32859.65,10531.95,0.2198,21.98
3200,3200,36,6.03,97.4,9.0,MORTGAGE,55000.0,1.0,debt_consolidation,OH,8.88,0.0,0.0,8.0,5418.0,13.0,1673.58,1751.4,1526.42,224.98,0.0603,6.03
10000,10000,36,14.09,342.22,0.0,RENT,34000.0,1.0,debt_consolidation,FL,9.11,0.0,0.0,8.0,11369.0,18.0,0.0,11310.0,10000.0,1310.0,0.1409,14.09
20000,20000,36,11.14,656.11,9.0,MORTGAGE,78000.0,1.0,debt_consolidation,CA,19.71,0.0,0.0,13.0,22152.0,32.0,10830.54,11808.72,9169.46,2639.26,0.1114,11.14
28800,28800,60,20.49,770.9,0.0,MORTGAGE,107000.0,1.0,debt_consolidation,VA,17.9,0.0,0.0,15.0,13103.0,37.0,22986.54,13849.56,5813.46,8036.1,0.20489999999999997,20.49
15000,15000,36,15.8,525.88,10.0,MORTGAGE,51000.0,1.0,debt_consolidation,VA,18.75,0.0,65.0,11.0,11802.0,29.0,0.0,16772.15,15000.0,1772.15,0.158,15.8
1600,1600,36,6.03,48.7,6.0,OTHER,32000.0,1.0,home_improvement,AL,15.68,0.0,44.0,8.0,2578.0,21.0,836.48,876.06,763.52,112.54,0.0603,6.03
12000,12000,36,14.09,410.66,5.0,MORTGAGE,88000.0,1.0,wedding,IL,21.49,0.0,0.0,12.0,33786.0,28.0,0.0,13260.84,12000.0,1260.84,0.1409,14.09
35000,35000,36,24.83,1388.45,10.0,OTHER,117000.0,1.0,debt_consolidation,MD,23.9,0.0,0.0,27.0,49558.0,47.0,20696.93,24979.32,14303.07,10676.25,0.2483,24.83
2600,2600,36,15.31,90.53,5.0,RENT,52000.0,1.0,debt_consolidation,NJ,8.7,1.0,13.0,9.0,7240.0,14.0,1448.22,1628.64,1151.77,476.87,0.1531,15.31
35000,35000,60,21.49,956.55,0.0,MORTGAGE,102500.0,1.0,credit_card,CT,10.91,0.0,0.0,12.0,41115.0,32.0,28072.92,17206.74,6927.08,10279.66,0.21489999999999998,21.49
27150,27150,60,12.12,605.59,10.0,MORTGAGE,85000.0,1.0,home_improvement,TX,18.39,0.0,46.0,12.0,4461.0,37.0,20662.58,10870.19,6487.42,4382.77,0.12119999999999999,12.12
5000,5000,36,13.11,168.74,10.0,MORTGAGE,59571.0,1.0,debt_consolidation,MI,18.15,2.0,22.0,3.0,8613.0,15.0,2747.75,3031.74,2252.25,779.49,0.1311,13.11
12000,12000,36,15.31,417.81,2.0,RENT,65000.0,1.0,debt_consolidation,CA,4.99,0.0,51.0,6.0,5374.0,21.0,6682.48,7519.32,5317.51,2201.81,0.1531,15.31
16750,16750,60,13.11,382.06,10.0,MORTGAGE,50000.0,1.0,debt_consolidation,TX,34.15,0.0,0.0,14.0,24116.0,39.0,12814.47,6876.0,3935.53,2940.47,0.1311,13.11
14000,14000,36,6.62,429.86,10.0,MORTGAGE,123000.0,0.0,debt_consolidation,MI,8.3,0.0,0.0,10.0,12686.0,20.0,7396.45,7696.36,6603.55,1073.24,0.0662,6.62
14000,14000,36,8.9,444.55,6.0,MORTGAGE,88000.0,1.0,credit_card,MI,12.37,0.0,0.0,7.0,36252.0,27.0,7861.99,7543.92,6138.01,1405.91,0.08900000000000001,8.9
6075,6075,36,7.62,189.31,0.0,MORTGAGE,22000.0,1.0,credit_card,CA,23.51,0.0,0.0,11.0,9512.0,17.0,3221.46,3394.26,2853.53,540.73,0.0762,7.62
8000,8000,36,14.09,273.78,7.0,OTHER,68000.0,1.0,debt_consolidation,CA,8.86,0.0,26.0,6.0,5440.0,9.0,4426.63,4916.88,3573.37,1343.51,0.1409,14.09
20950,20950,60,18.75,540.58,10.0,MORTGAGE,54000.0,1.0,debt_consolidation,CA,24.27,0.0,0.0,20.0,14910.0,28.0,16561.16,9720.92,4388.84,5332.08,0.1875,18.75
8000,8000,36,18.49,291.19,10.0,RENT,110000.0,1.0,debt_consolidation,OH,16.53,1.0,16.0,12.0,13189.0,27.0,0.0,9008.56,8000.0,1008.56,0.18489999999999998,18.49
6000,6000,36,16.29,211.81,5.0,RENT,50000.0,1.0,debt_consolidation,NY,16.1,2.0,7.0,12.0,7856.0,19.0,3367.98,3804.12,2632.02,1172.1,0.1629,16.29
21575,21575,36,13.11,728.1,7.0,RENT,55000.0,1.0,debt_consolidation,NY,9.34,0.0,71.0,6.0,1939.0,7.0,11850.53,13090.14,9724.47,3365.67,0.1311,13.11
10000,10000,36,15.31,348.18,2.0,RENT,55000.0,0.0,debt_consolidation,FL,20.25,0.0,25.0,14.0,8342.0,25.0,5842.62,5917.53,4157.38,1760.15,0.1531,15.31
35000,35000,36,20.49,1309.49,4.0,RENT,93000.0,1.0,small_business,CO,8.65,0.0,42.0,6.0,27808.0,29.0,20151.4,23562.18,14848.6,8713.58,0.20489999999999997,20.49
15000,15000,36,15.31,522.26,10.0,MORTGAGE,70000.0,0.0,home_improvement,MI,33.98,2.0,15.0,21.0,11740.0,32.0,9569.34,7831.95,5430.66,2401.29,0.1531,15.31
3025,3025,36,11.14,99.24,7.0,RENT,60000.0,1.0,debt_consolidation,WY,23.46,0.0,26.0,15.0,23256.0,32.0,0.0,3105.68,3025.0,80.68,0.1114,11.14
12175,12175,36,7.9,380.96,8.0,MORTGAGE,105969.0,0.0,small_business,NY,6.56,0.0,0.0,22.0,627.0,43.0,0.0,2152.18,1214.11,308.41,0.079,7.9
12000,12000,36,18.49,436.79,10.0,RENT,75000.0,1.0,debt_consolidation,CA,20.01,3.0,19.0,19.0,16706.0,49.0,6831.55,7845.3,5168.44,2676.86,0.18489999999999998,18.49
10000,10000,36,17.77,360.38,4.0,RENT,30000.0,1.0,debt_consolidation,NC,33.72,0.0,0.0,15.0,11812.0,15.0,5661.69,6480.54,4338.31,2142.23,0.1777,17.77
6000,6000,36,7.62,186.97,10.0,RENT,55000.0,0.0,credit_card,NY,15.99,0.0,0.0,8.0,4661.0,17.0,0.0,2429.74,1995.73,416.68,0.0762,7.62
6000,6000,36,15.31,208.91,10.0,MORTGAGE,114600.0,1.0,medical,CO,16.04,2.0,3.0,7.0,58229.0,13.0,3341.65,3759.02,2658.35,1100.67,0.1531,15.31
10625,10625,60,18.75,274.16,10.0,RENT,32000.0,1.0,debt_consolidation,TX,31.09,0.0,0.0,4.0,9849.0,14.0,8398.68,4931.14,2226.32,2704.82,0.1875,18.75
5375,5375,36,12.12,178.84,6.0,RENT,19200.0,1.0,debt_consolidation,OH,14.25,0.0,33.0,11.0,6623.0,36.0,0.0,5772.83,5375.0,397.83,0.12119999999999999,12.12
19600,19600,36,7.9,613.29,10.0,OTHER,50000.0,0.0,debt_consolidation,GA,4.34,0.0,0.0,8.0,2007.0,35.0,0.0,6129.8,4986.05,1143.75,0.079,7.9
10000,10000,36,14.09,342.22,9.0,RENT,50000.0,1.0,car,NY,28.13,0.0,0.0,9.0,7066.0,16.0,5532.27,6147.54,4467.73,1679.81,0.1409,14.09
6100,6100,36,16.29,215.34,5.0,RENT,25000.0,1.0,debt_consolidation,CA,14.59,0.0,43.0,11.0,6821.0,19.0,3423.3,3868.64,2676.7,1191.94,0.1629,16.29
21200,21200,36,12.12,705.36,10.0,MORTGAGE,54000.0,1.0,debt_consolidation,PA,21.02,0.0,37.0,8.0,8210.0,25.0,11564.82,12684.92,9635.18,3049.74,0.12119999999999999,12.12
9000,9000,36,15.8,315.53,3.0,RENT,65000.0,1.0,debt_consolidation,MA,22.15,0.0,35.0,22.0,6995.0,27.0,5037.04,5665.43,3962.95,1702.48,0.158,15.8
9000,9000,36,7.9,281.62,2.0,RENT,42000.0,1.0,debt_consolidation,WY,16.54,0.0,37.0,12.0,11580.0,29.0,0.0,9281.31,9000.0,281.31,0.079,7.9
14500,14500,36,12.12,482.44,4.0,MORTGAGE,47000.0,1.0,home_improvement,GA,29.59,0.0,79.0,12.0,29911.0,23.0,7911.75,8673.55,6588.25,2085.3,0.12119999999999999,12.12
4225,4225,36,6.03,128.6,4.0,MORTGAGE,31000.0,0.0,small_business,NY,14.52,0.0,0.0,17.0,3907.0,26.0,0.0,1542.12,1323.72,218.4,0.0603,6.03
12500,12500,36,14.09,427.77,10.0,MORTGAGE,101000.0,1.0,debt_consolidation,MA,11.25,0.0,71.0,11.0,6975.0,29.0,6917.17,7681.84,5582.83,2099.01,0.1409,14.09
5000,5000,36,13.11,168.74,4.0,RENT,38000.0,0.0,debt_consolidation,IL,4.74,0.0,0.0,7.0,3621.0,11.0,0.0,2018.64,1450.25,568.39,0.1311,13.11
6850,6850,36,8.9,217.51,0.0,OTHER,23000.0,1.0,debt_consolidation,KY,23.27,0.0,0.0,7.0,17674.0,19.0,3660.04,3905.83,3189.96,715.87,0.08900000000000001,8.9
15000,15000,36,12.12,499.08,6.0,MORTGAGE,61000.0,1.0,debt_consolidation,CA,13.36,0.0,0.0,12.0,13800.0,35.0,8185.12,8971.88,6814.88,2157.0,0.12119999999999999,12.12
5825,5825,36,14.33,200.02,2.0,RENT,26000.0,1.0,credit_card,NC,19.2,0.0,0.0,4.0,2578.0,8.0,3235.55,3582.17,2589.45,992.72,0.1433,14.33
10050,10050,36,18.49,365.81,7.0,MORTGAGE,30000.0,1.0,other,WI,19.8,0.0,81.0,12.0,7601.0,27.0,6002.04,6193.78,4047.96,2145.82,0.18489999999999998,18.49
14000,14000,36,17.27,501.03,10.0,MORTGAGE,103000.0,1.0,debt_consolidation,VA,16.04,0.0,0.0,12.0,40228.0,27.0,0.0,14201.52,14000.0,201.52,0.1727,17.27
13800,13800,36,10.16,446.33,3.0,MORTGAGE,69000.0,1.0,debt_consolidation,CO,20.09,1.0,7.0,12.0,7149.0,27.0,7435.9,8016.94,6364.1,1652.84,0.1016,10.16
3600,3600,36,14.33,123.62,3.0,RENT,70000.0,1.0,house,AR,10.89,0.0,47.0,7.0,10010.0,22.0,0.0,3643.18,3600.0,43.18,0.1433,14.33
4700,4700,36,6.03,143.05,4.0,MORTGAGE,83000.0,1.0,debt_consolidation,NY,17.29,0.0,0.0,11.0,5566.0,34.0,2587.12,2430.49,2112.88,317.61,0.0603,6.03
9600,9600,36,13.11,323.98,4.0,MORTGAGE,62000.0,1.0,credit_card,OH,23.94,0.0,56.0,11.0,15352.0,25.0,5270.49,5827.9,4329.51,1498.39,0.1311,13.11
17325,17325,36,19.05,635.51,10.0,RENT,45000.0,0.0,debt_consolidation,NY,34.05,0.0,45.0,15.0,21701.0,47.0,10834.77,10199.52,6490.23,3709.29,0.1905,19.05
35000,35000,60,15.31,838.36,10.0,MORTGAGE,144425.0,1.0,debt_consolidation,CA,16.61,0.0,0.0,12.0,68490.0,26.0,27146.57,15054.27,7853.43,7200.84,0.1531,15.31
6000,6000,36,12.12,199.63,4.0,MORTGAGE,55000.0,1.0,debt_consolidation,AZ,27.21,0.0,0.0,19.0,8969.0,31.0,0.0,6828.09,6000.0,828.09,0.12119999999999999,12.12
21000,21000,60,23.28,595.39,7.0,RENT,134803.0,1.0,debt_consolidation,NY,10.78,0.0,0.0,12.0,21692.0,35.0,17014.57,10666.87,3985.44,6681.43,0.2328,23.28
18975,18975,36,12.12,631.33,5.0,MORTGAGE,48000.0,1.0,debt_consolidation,NY,9.55,0.0,0.0,10.0,16218.0,20.0,10346.46,11359.69,8628.54,2731.15,0.12119999999999999,12.12
25875,25875,60,11.14,564.4,10.0,MORTGAGE,82000.0,1.0,debt_consolidation,SC,24.97,0.0,0.0,12.0,16795.0,28.0,19560.38,10151.21,6314.62,3836.59,0.1114,11.14
15000,15000,36,11.14,492.08,4.0,MORTGAGE,86000.0,1.0,debt_consolidation,VA,10.51,1.0,11.0,8.0,4540.0,14.0,0.0,16132.9,15000.0,1132.9,0.1114,11.14
19000,19000,36,12.12,632.17,10.0,MORTGAGE,130000.0,1.0,debt_consolidation,CA,16.58,0.0,33.0,14.0,98562.0,49.0,10360.95,11373.45,8639.05,2734.4,0.12119999999999999,12.12
20000,20000,60,19.05,519.37,3.0,MORTGAGE,101000.0,1.0,debt_consolidation,NJ,17.82,0.0,0.0,14.0,25316.0,26.0,15844.25,9320.78,4155.75,5165.03,0.1905,19.05
14500,14500,36,12.12,482.44,5.0,RENT,37000.0,1.0,debt_consolidation,NY,14.92,1.0,20.0,10.0,7355.0,22.0,7909.83,8676.1,6590.17,2085.93,0.12119999999999999,12.12
18000,18000,36,11.14,590.5,10.0,RENT,187000.0,1.0,debt_consolidation,VA,3.65,0.0,36.0,6.0,7983.0,22.0,9747.9,10627.3,8252.1,2375.2,0.1114,11.14
16425,16425,36,15.31,571.88,6.0,RENT,55000.0,1.0,debt_consolidation,MA,6.95,0.0,27.0,10.0,13904.0,28.0,9146.22,10292.65,7278.78,3013.87,0.1531,15.31
12000,12000,36,12.12,399.26,4.0,MORTGAGE,105000.0,1.0,debt_consolidation,TX,19.41,0.0,0.0,10.0,32028.0,28.0,6546.07,7180.22,5453.93,1726.29,0.12119999999999999,12.12
25000,25000,60,23.63,713.85,4.0,OTHER,88100.0,1.0,debt_consolidation,OH,13.73,0.0,0.0,11.0,16450.0,41.0,0.0,30148.12,25000.0,5148.12,0.23629999999999998,23.63
3900,3900,36,10.16,126.14,3.0,RENT,31000.0,1.0,credit_card,MD,23.38,0.0,0.0,7.0,7974.0,16.0,0.0,4264.43,3900.0,364.43,0.1016,10.16
14975,14975,36,8.9,475.51,10.0,MORTGAGE,91000.0,1.0,debt_consolidation,MN,20.14,0.0,0.0,12.0,11337.0,32.0,8408.62,8070.41,6566.38,1504.03,0.08900000000000001,8.9
10200,10200,36,17.77,367.58,4.0,OTHER,53500.0,1.0,debt_consolidation,GA,15.75,0.0,0.0,16.0,10004.0,53.0,5772.81,6613.38,4427.19,2186.19,0.1777,17.77
3000,3000,36,6.03,91.31,0.0,RENT,44000.0,1.0,major_purchase,FL,11.07,0.0,0.0,6.0,912.0,18.0,1569.18,1641.71,1430.82,210.89,0.0603,6.03
23325,23325,60,21.49,637.47,10.0,RENT,58561.0,1.0,debt_consolidation,MN,22.21,0.0,0.0,5.0,28591.0,13.0,18709.04,11465.96,4615.96,6850.0,0.21489999999999998,21.49
34000,34000,36,15.31,1183.79,7.0,MORTGAGE,108000.0,1.0,debt_consolidation,MO,15.27,0.0,0.0,14.0,27880.0,36.0,18933.2,21305.5,15066.8,6238.7,0.1531,15.31
10000,10000,60,17.27,249.98,10.0,RENT,60000.0,1.0,other,NY,3.82,0.0,81.0,7.0,3840.0,10.0,7844.86,4486.04,2155.13,2330.91,0.1727,17.27
16000,16000,60,8.9,331.36,9.0,MORTGAGE,250000.0,1.0,home_improvement,FL,10.02,0.0,0.0,11.0,928.0,28.0,12174.48,5614.08,3825.52,1788.56,0.08900000000000001,8.9
8325,8325,36,14.33,285.87,0.0,RENT,32000.0,1.0,debt_consolidation,FL,32.81,0.0,0.0,15.0,9296.0,25.0,4602.78,5143.81,3722.22,1421.59,0.1433,14.33
17625,17625,36,11.14,578.19,4.0,RENT,45000.0,1.0,debt_consolidation,NY,26.11,0.0,0.0,13.0,8385.0,17.0,9543.95,10407.08,8081.05,2326.03,0.1114,11.14
10000,10000,36,14.09,342.22,1.0,RENT,37000.0,1.0,debt_consolidation,NY,22.56,0.0,0.0,6.0,7832.0,21.0,5529.75,6150.95,4470.25,1680.7,0.1409,14.09
10750,10750,36,14.09,367.88,10.0,MORTGAGE,40000.0,1.0,debt_consolidation,KY,25.95,0.0,0.0,6.0,16263.0,20.0,0.0,11572.61,10750.0,822.61,0.1409,14.09
12300,12300,36,14.33,422.36,1.0,RENT,38105.6,0.0,debt_consolidation,KS,29.22,0.0,59.0,10.0,4287.0,24.0,0.0,3628.76,2309.81,1318.95,0.1433,14.33
3000,3000,36,11.14,98.42,0.0,RENT,19000.0,1.0,debt_consolidation,NC,8.91,0.0,0.0,7.0,4006.0,7.0,1624.63,1771.22,1375.37,395.85,0.1114,11.14
8000,8000,36,7.62,249.3,10.0,RENT,60304.0,1.0,debt_consolidation,GA,18.39,0.0,0.0,8.0,12077.0,16.0,4235.29,4478.05,3764.71,713.34,0.0762,7.62
14000,14000,60,19.72,368.74,2.0,RENT,67000.0,0.0,debt_consolidation,NJ,27.83,0.0,0.0,17.0,19600.0,30.0,0.0,4053.28,1655.96,2397.32,0.1972,19.72
15875,15875,36,17.27,568.13,7.0,RENT,40000.0,1.0,debt_consolidation,HI,20.73,0.0,0.0,10.0,8330.0,13.0,8959.05,10216.65,6915.95,3300.7,0.1727,17.27
15250,15250,36,18.75,557.08,10.0,MORTGAGE,93000.0,1.0,debt_consolidation,GA,17.05,1.0,8.0,14.0,10078.0,38.0,0.0,18101.16,15250.0,2851.16,0.1875,18.75
9600,9600,36,14.33,329.65,2.0,RENT,40000.0,1.0,credit_card,FL,18.36,0.0,0.0,12.0,13799.0,13.0,0.0,11174.44,9600.0,1574.44,0.1433,14.33
6000,6000,36,7.9,187.75,4.0,MORTGAGE,80000.0,1.0,other,NY,19.65,0.0,0.0,13.0,13794.0,30.0,3177.79,3378.31,2822.21,556.1,0.079,7.9
5000,5000,36,17.27,178.94,2.0,MORTGAGE,45000.0,1.0,medical,WA,3.47,0.0,0.0,7.0,2862.0,8.0,0.0,5278.08,5000.0,278.08,0.1727,17.27
12500,12500,36,6.03,380.45,0.0,MORTGAGE,65000.0,1.0,debt_consolidation,NY,14.86,0.0,0.0,13.0,5220.0,24.0,6532.24,6847.42,5967.76,879.66,0.0603,6.03
10000,10000,36,11.14,328.06,10.0,MORTGAGE,63000.0,1.0,other,NC,22.88,0.0,0.0,11.0,12236.0,21.0,5414.81,5904.91,4585.19,1319.72,0.1114,11.14
6400,6400,36,7.9,200.26,4.0,RENT,35747.0,1.0,credit_card,MN,14.6,0.0,0.0,7.0,18937.0,12.0,3391.26,3601.62,3008.74,592.88,0.079,7.9
4000,4000,36,11.14,131.23,0.0,OTHER,30000.0,1.0,debt_consolidation,PA,8.04,0.0,0.0,5.0,5597.0,9.0,1053.47,3349.03,2946.53,402.5,0.1114,11.14
14000,14000,36,8.9,444.55,2.0,MORTGAGE,150000.0,1.0,debt_consolidation,NY,13.26,0.0,0.0,9.0,26782.0,29.0,7468.62,7997.14,6531.38,1465.76,0.08900000000000001,8.9
30000,30000,60,14.33,703.2,3.0,MORTGAGE,135000.0,1.0,debt_consolidation,CA,16.01,0.0,0.0,9.0,34355.0,21.0,23132.98,12631.08,6867.02,5764.06,0.1433,14.33
14400,14400,36,13.11,485.96,1.0,RENT,45000.0,1.0,debt_consolidation,CA,27.77,0.0,0.0,8.0,15086.0,20.0,8307.03,8247.89,6092.97,2154.92,0.1311,13.11
14675,14675,36,17.27,525.18,10.0,MORTGAGE,38000.0,1.0,debt_consolidation,FL,29.31,0.0,81.0,13.0,14420.0,22.0,8284.02,9441.17,6390.99,3050.18,0.1727,17.27
12000,12000,36,12.12,399.26,5.0,RENT,52000.0,1.0,credit_card,NY,8.53,0.0,0.0,11.0,5968.0,19.0,6873.1,6784.7,5126.9,1657.8,0.12119999999999999,12.12
21850,21850,60,18.49,560.69,8.0,MORTGAGE,69000.0,1.0,credit_card,AR,31.11,0.0,0.0,10.0,27537.0,24.0,17247.01,10084.77,4602.99,5481.78,0.18489999999999998,18.49
10800,10800,36,23.76,422.36,0.0,MORTGAGE,60000.0,1.0,debt_consolidation,VA,26.08,1.0,12.0,31.0,7801.0,57.0,7209.33,6317.55,3590.67,2726.88,0.2376,23.76
10000,10000,36,15.8,350.59,9.0,RENT,130000.0,1.0,credit_card,FL,20.7,0.0,0.0,9.0,12582.0,20.0,5869.17,5945.75,4130.83,1814.92,0.158,15.8
8000,8000,36,12.12,266.18,7.0,RENT,40000.0,1.0,debt_consolidation,FL,29.76,0.0,0.0,6.0,15750.0,15.0,4582.63,4522.34,3417.37,1104.97,0.12119999999999999,12.12
4000,4000,36,15.8,140.24,0.0,OTHER,52000.0,1.0,credit_card,NY,11.52,0.0,0.0,9.0,10387.0,9.0,2351.8,2374.34,1648.2,726.14,0.158,15.8
10000,10000,36,10.16,323.43,10.0,MORTGAGE,80000.0,1.0,debt_consolidation,FL,21.42,0.0,0.0,12.0,19434.0,26.0,5670.37,5477.74,4329.64,1148.1,0.1016,10.16
11325,11325,36,7.62,352.91,0.0,RENT,33000.0,1.0,moving,WI,27.96,0.0,0.0,6.0,4766.0,18.0,4053.04,8147.24,7271.96,875.28,0.0762,7.62
14675,14675,36,21.0,552.89,7.0,RENT,37000.0,0.0,vacation,CA,27.6,0.0,0.0,6.0,7092.0,16.0,0.0,5527.19,2999.81,2527.38,0.21,21.0
12000,12000,36,10.16,388.11,0.0,RENT,49358.0,1.0,credit_card,NY,30.07,0.0,0.0,12.0,14343.0,26.0,0.0,13381.69263,12000.0,1381.69,0.1016,10.16
10000,10000,36,10.16,323.43,2.0,RENT,85000.0,1.0,major_purchase,NY,3.42,0.0,0.0,6.0,7767.0,12.0,5392.39,5804.23,4607.61,1196.62,0.1016,10.16
1800,1800,36,14.33,61.81,5.0,RENT,25000.0,1.0,moving,CA,12.82,0.0,25.0,5.0,4223.0,7.0,999.79,1106.97,800.21,306.76,0.1433,14.33
12250,12250,36,16.29,432.43,0.0,OTHER,35000.0,0.0,home_improvement,NJ,7.36,0.0,41.0,11.0,5740.0,40.0,0.0,4033.38,2227.95,1229.66,0.1629,16.29
14400,14400,36,13.11,485.96,10.0,RENT,50000.0,0.0,debt_consolidation,IL,26.09,0.0,0.0,9.0,7333.0,24.0,0.0,4090.82,2375.75,1023.8,0.1311,13.11
9600,9600,36,12.12,319.41,3.0,RENT,43000.0,1.0,credit_card,HI,15.46,0.0,0.0,15.0,12144.0,30.0,5499.5,5426.4,4100.5,1325.9,0.12119999999999999,12.12
